"population","ActiveNoUS","BusNoUS","CarNoUS","ActiveUS","BusUS","CarUS"
47852.7505669003,0.324693636050682,0.102068929412517,0.573237434536801,0.0280017745596746,0.00212252137911781,0.969875704061208
49473.5426945553,0.324498149343026,0.103082125154846,0.572419725502128,0.0279733364870597,0.00215597058461107,0.969870692928329
51149.2317108938,0.324299102224881,0.104104197749663,0.571596700025456,0.0279449117571456,0.00218994570460103,0.969865142538253
52881.6769958669,0.32409646972529,0.10513520164022,0.570768328634489,0.0279165001569067,0.00222445497028182,0.969859044872811
54672.800907381,0.323890226878181,0.106175191135762,0.569934581986057,0.0278881014705925,0.00225950674049546,0.969852391788912
56524.5909143869,0.323680348726625,0.107224220400078,0.569095430873297,0.0278597154796891,0.00229510950367407,0.969845175016637
58439.1018022173,0.323466810327176,0.108282343439879,0.568250846232944,0.02783134196288,0.00233127187981053,0.969837386157309
60418.4579526196,0.323249586754294,0.109349614092976,0.56740079915273,0.0278029806960055,0.00236800262245779,0.969829016681537
62464.8557010157,0.323028653104842,0.110426086016269,0.56654526087889,0.0277746314520237,0.00240531062075736,0.969820057927219
64580.5657736012,0.322803984502678,0.111511812673547,0.565684202823774,0.0277462940009685,0.00244320490149732,0.969810501097534
66767.9358069918,0.322575556103328,0.1126068473231,0.564817596573571,0.0277179681099085,0.00248169463120014,0.969800337258891
69029.3929532109,0.322343343098732,0.113711243005134,0.563945413896134,0.0276896535429056,0.00252078911824093,0.969789557338853
71367.4465729072,0.322107320722088,0.114825052528999,0.563067626748913,0.0276613500609716,0.00256049781499614,0.969778152124032
73784.6910197963,0.321867464252773,0.115948328460231,0.562184207286995,0.0276330574220257,0.0026008303200236,0.969766112257951
76283.808519409,0.321623749021347,0.1170811231074,0.561295127871253,0.0276047753808508,0.00264179638027382,0.969753428238875
78867.5721453462,0.321376150414644,0.118223488508767,0.560400361076588,0.0275765036890492,0.00268340589333332,0.969740090417617
81538.8488963395,0.321124643880948,0.11937547641876,0.559499879700292,0.0275482420949977,0.00272566890970015,0.969726088995302
84300.6028775339,0.320869204935247,0.120537138294256,0.558593656770497,0.0275199903438024,0.00276859563509215,0.969711414021105
87155.8985895214,0.320609809164581,0.121708525280678,0.557681665554741,0.0274917481772527,0.0028121964327884,0.969696055389959
90107.9043287758,0.320346432233466,0.12288968819791,0.556763879568624,0.0274635153337746,0.00285648182600406,0.969680002840221
93159.895703261,0.320079049889403,0.124080677526019,0.555840272584578,0.0274352915483837,0.00290146250029932,0.969663245951317
96315.2592671154,0.319807637968473,0.125281543390804,0.554910818640722,0.0274070765526372,0.00294714930602265,0.96964577414134
99577.4962784435,0.319532172401021,0.126492335549153,0.553975492049825,0.0273788700745857,0.00299355326078888,0.969627576664625
102950.226584386,0.319252629217408,0.127713103374225,0.553034267408367,0.0273506718387243,0.00304068555199259,0.969608642609283
106437.192637779,0.318968984553858,0.128943895840452,0.55208711960569,0.0273224815659423,0.0030885575393571,0.969588960894701
110042.263649859,0.31868121465839,0.130184761508361,0.551134023833249,0.0272942989734736,0.00313718075751961,0.969568520269007
113769.43988362,0.318389295896819,0.131435748509226,0.550174955593955,0.0272661237748453,0.00318656691865303,0.969547309306502
117622.857092591,0.318093204758852,0.132696904529537,0.549209890711611,0.0272379556798265,0.00323672791512461,0.969525316405049
121606.791109956,0.317792917864256,0.133968276795306,0.548238805340438,0.0272097943943757,0.00328767582219218,0.969502529783432
125725.662593108,0.317488411969115,0.135249912056201,0.547261675974683,0.0271816396205881,0.00333942290073832,0.969478937478674
129984.041928905,0.317179663972156,0.136541856569511,0.546278479458332,0.0271534910566417,0.00339198160004278,0.969454527343315
134386.654305065,0.316866650921166,0.137844156083949,0.545289192994886,0.0271253483967434,0.00344536456059384,0.969429287042663
138938.384953339,0.316549350019477,0.139156855823288,0.544293794157235,0.027097211331074,0.00349958461693891,0.969403204051987
143644.284570261,0.31622773863254,0.14048000046985,0.54329226089761,0.0270690795457322,0.00355465480057482,0.969376265653693
148509.574921516,0.315901794294562,0.141813634147824,0.542284571557614,0.0270409527226789,0.0036105883428785,0.969348458934443
153539.654636112,0.315571494715232,0.143157800406442,0.541270704878326,0.0270128305396794,0.0036673986780781,0.969319770782243
158740.10519682,0.315236817786515,0.144512542202999,0.540250640010486,0.0269847126702463,0.00372509944626548,0.969290187883488
164116.697133504,0.314897741589521,0.145877901885733,0.539224356524746,0.0269565987835806,0.00378370449645018,0.969259696719969
169675.396426219,0.314554244401444,0.147253921176555,0.538191834422,0.0269284885445128,0.00384322788965552,0.969228283565832
175422.371125195,0.314206304702581,0.148640641153648,0.537153054143771,0.0269003816134429,0.0039036839020573,0.9691959344845
181363.998195029,0.313853901183411,0.150038102233925,0.536107996582664,0.0268722776462793,0.00396508702816552,0.969162635325555
187506.870590704,0.313497012751752,0.151446344155357,0.535056643092891,0.0268441762943783,0.00402745198404969,0.969128371721572
193857.804573271,0.313135618539975,0.152865405959181,0.533998975500843,0.0268160772044812,0.00409079371060794,0.969093129084911
200423.847273316,0.3127696979123,0.154295325971975,0.532934976115725,0.0267879800186517,0.00415512737688096,0.969056892604467
207212.284510602,0.312399230472137,0.155736141787627,0.531864627740236,0.0267598843742122,0.0042204683834106,0.969019647242377
214230.648878574,0.312024196069509,0.15718789024918,0.530787913681311,0.0267317899036794,0.0042868323656441,0.968981377730676
221486.72810268,0.311644574808521,0.158650607430582,0.529704817760898,0.026703696234699,0.00435423519738417,0.968942068567917
228988.573681797,0.311260347054898,0.160124328618319,0.528615324326783,0.0266756029899795,0.00442269299428557,0.968901704015735
236744.509822345,0.310871493443579,0.161609088292963,0.527519418263457,0.0266475097872261,0.00449222211739854,0.968860268095375
244763.142674998,0.310477994886365,0.163104920110623,0.526417085003012,0.0266194162390723,0.00456283917675965,0.968817744584168
253053.369884261,0.310079832579621,0.164611856884307,0.525308310536072,0.0265913219530127,0.00463456103503059,0.968774117011957
261624.39046147,0.309676988012032,0.16612993056521,0.524193081422759,0.0265632265313321,0.00470740481118517,0.968729368657483
270485.714992223,0.309269442972406,0.16765917222392,0.523071384803673,0.0265351295710373,0.00478138788424534,0.968683482544717
279647.176189519,0.308857179557531,0.169199612031567,0.521943208410902,0.0265070306637849,0.00485652789706648,0.968636441439149
289118.939804346,0.308440180180066,0.170751279240896,0.520808540579039,0.0264789293958109,0.00493284276017252,0.968588227844017
298911.515905812,0.308018427576486,0.172314202167296,0.519667370256219,0.0264508253478573,0.00501035065564131,0.968538823996501
309035.770543343,0.307591904815064,0.173888408169776,0.518519687015161,0.0264227180950993,0.00508907004104084,0.96848821186386
319502.937803879,0.307160595303887,0.175473923631899,0.517365481064214,0.0263946072070709,0.00516901965341677,0.968436373139512
330324.632277454,0.306724482798916,0.177070773942684,0.516204743258401,0.0263664922475904,0.0052502185133315,0.968383289239078
341512.861944991,0.306283551412067,0.178678983477478,0.515037465110455,0.0263383727746842,0.00533268592895572,0.96832894129636
353080.041502612,0.305837785619338,0.180298575578808,0.513863638801854,0.0263102483405101,0.0054164415002124,0.968273310159277
365039.006137246,0.305387170268945,0.181929572537225,0.51268325719383,0.0262821184912805,0.00550150512297414,0.968216376385745
377403.025768826,0.3049316905895,0.18357199557214,0.51149631383836,0.0262539827671829,0.00558789699331397,0.968158120239503
390185.819774871,0.304471332198199,0.18522586481266,0.510302802989141,0.0262258407023016,0.00567563761181032,0.968098521685888
403401.572213794,0.304006081109031,0.186891199278449,0.50910271961252,0.026197691824537,0.00576474778790652,0.968037560387557
417064.947563842,0.303535923741007,0.188568016860589,0.507896059398404,0.0261695356555251,0.00585524864432531,0.96797521570015
431191.106995101,0.303060846926392,0.190256334302492,0.506682818771115,0.0261413717105554,0.00594716162153873,0.967911466667906
445795.725192659,0.30258083791896,0.191956167180828,0.505462994900212,0.0261131994984882,0.00604050848229387,0.967846292019218
460895.00774956,0.302095884402238,0.193667529886513,0.504236585711249,0.0260850185216706,0.00613531131619508,0.967779670162134
476505.709148879,0.301605974497763,0.195390435605752,0.503003589896485,0.0260568282758528,0.00623159254434275,0.967711579179805
492645.151354849,0.301111096773338,0.197124896301133,0.501764006925529,0.0260286282501018,0.00632937492402936,0.967641996825869
509331.243033676,0.300611240251275,0.198870922692812,0.500517837055912,0.026000417926716,0.00642868155349315,0.967570900519791
526582.499425378,0.300106394416641,0.200628524239768,0.499265081343591,0.025972196781137,0.00652953587672958,0.967498267342133
544418.06288868,0.299596549225477,0.202397709121154,0.498005741653368,0.0259439642818626,0.00663196168836153,0.967424074029776
562857.72414179,0.299081695113017,0.204178484217758,0.496739820669225,0.0259157198903568,0.00673598313856793,0.967348296971075
581921.944222585,0.298561823001876,0.205970855093559,0.495467321904566,0.0258874630609604,0.00684162473807177,0.967270912200968
601631.877192627,0.298036924310215,0.207774825977426,0.494188249712358,0.0258591932408003,0.0069489113631876,0.967191895396012
622009.393610138,0.297506990959888,0.209590399744934,0.492902609295178,0.0258309098696977,0.00705786826092888,0.967111221869373
643077.104798053,0.296972015384543,0.211417577900329,0.491610406715129,0.0258026123800751,0.00716852105417568,0.967028866565749
664858.387934008,0.296431990537696,0.213256360558646,0.490311648903658,0.0257743001968633,0.00728089574690282,0.966944804056234
687377.411990155,0.295886909900768,0.215106746427987,0.489006343671246,0.025745972737407,0.00739501872946916,0.966859008533124
710659.164551567,0.295336767491062,0.216968732791983,0.487694499716955,0.0257176294113688,0.00751091678396769,0.966771453804663
734729.479542985,0.294781557869714,0.218842315492429,0.486376126637858,0.0256892696206337,0.00762861708963777,0.966682113289729
759615.065894694,0.294221276149569,0.220727488912123,0.485051234938308,0.0256608927592117,0.00774814722833856,0.96659096001245
785343.537179307,0.293655918003016,0.222624245957913,0.483719836039072,0.0256324982131398,0.00786953519008495,0.966497966596775
811943.44225238,0.293085479669749,0.224532578043953,0.482381942286298,0.0256040853603827,0.00799280937864556,0.966403105260972
839444.296930815,0.292509957964474,0.226452475075201,0.481037566960325,0.0255756535707335,0.00811799861720344,0.966306347812063
867876.616744246,0.29192935028453,0.22838392543115,0.479686724284319,0.0255472022057128,0.00824513215407965,0.966207665640207
897271.950795698,0.291343654617451,0.230326915949811,0.478329429432738,0.0255187306184669,0.00837423966851939,0.966107029713014
927662.916769164,0.290752869548431,0.232281431911965,0.476965698539605,0.0254902381536655,0.008505351276542,0.966004410569793
959083.237122847,0.290156994267718,0.234247457025679,0.475595548706603,0.025461724147398,0.00863849753685345,0.965899778315748
991567.776508339,0.289556028577912,0.236224973411125,0.474218998010963,0.0254331879270699,0.00877370945682302,0.965793102616107
1025152.58045716,0.288949972901167,0.238213961585682,0.472836065513151,0.0254046288112968,0.00891101849852309,0.96568435269018
1059874.91537764,0.288338828286299,0.240214400449352,0.471446771264349,0.0253760461097989,0.00905045658483275,0.965573497305368
1095773.30990653,0.287722596415784,0.242226267270501,0.470051136313714,0.0253474391232943,0.0091920561056052,0.965460504771101
1132887.59766117,0.287101279612653,0.244249537671932,0.468649182715415,0.0253188071433906,0.00933584992389871,0.965345342932711
1171258.96143973,0.286474880847266,0.246284185617297,0.467240933535436,0.0252901494524772,0.00948187138227168,0.965227979165251
1210929.97891851,0.28584340374398,0.248330183397871,0.465826412858149,0.0252614653236152,0.00963015430914108,0.965108380367244
1251944.669897,0.285206852587676,0.250387501619691,0.464405645792633,0.0252327540204276,0.00978073302520504,0.964986512954367
1294348.54514325,0.28456523233017,0.252456109191076,0.462978658478753,0.0252040147969881,0.00993364234992874,0.964862342853083
1338188.65689351,0.28391854859649,0.254535973310539,0.461545478092971,0.0251752468977091,0.010088917608094,0.964735835494197
1383513.6510624,0.283266807691008,0.256627059455094,0.460106132853897,0.0251464495572296,0.0102465946364125,0.964606955806358
1430373.82122149,0.282610016603435,0.258729331368993,0.458660652027572,0.0251176220003011,0.0104067097902017,0.964475668209497
1478821.16440604,0.281948183014664,0.260842751052868,0.457209065932468,0.025088763441674,0.0105692999501242,0.964341936608202
1528909.43881209,0.28128131530246,0.262967278753331,0.455751405944209,0.0250598730859824,0.0107344025289903,0.964205724385027
1580694.2234476,0.280609422546997,0.265102872953001,0.454287704500002,0.0250309501276282,0.010902055478622,0.96406699439375
1634232.97980419,0.279932514536224,0.267249490361013,0.452817995102763,0.0250019937506653,0.0110722972967798,0.963925708952555
1689585.11561753,0.279250601771071,0.269407085903979,0.45134231232495,0.024973003128682,0.0112451670341521,0.963781829837166
1746812.05078748,0.278563695470473,0.271575612717444,0.449860691812083,0.0249439774246836,0.0114207043014043,0.963635318273912
1805977.28553091,0.27787180757623,0.273755022137821,0.44837317028595,0.0249149157909735,0.0115989492762905,0.963486134932736
1867146.47084283,0.277174950757667,0.275945263694846,0.446879785547487,0.0248858173690346,0.0117799427108248,0.963334239920141
1930387.48134421,0.276473138416127,0.278146285104533,0.44538057647934,0.024856681289409,0.0119637259385129,0.963179592772078
1995770.49059698,0.275766384689254,0.280358032262662,0.443875583048085,0.0248275066715783,0.0121503408816425,0.963022152446779
2063368.04897022,0.275054704455088,0.282580449238797,0.442364846306114,0.0247982926238423,0.0123398300586338,0.962861877317524
2133255.16414347,0.274338113335965,0.284813478270853,0.440848408393182,0.0247690382431975,0.0125322365914461,0.962698725165356
2205509.38433693,0.273616627702194,0.287057059760216,0.439326312537589,0.0247397426152154,0.012727604213043,0.962532653171742
2280210.88436052,0.272890264675544,0.289311132267427,0.437798603057029,0.0247104048139198,0.012925977274914,0.962363617911166
2357442.55457764,0.2721590421325,0.291575632508442,0.436265325359058,0.0246810239016637,0.0131274007546509,0.962191575343685
2437290.09288197,0.271422978707309,0.293850495351474,0.434726525941217,0.0246515989290061,0.0133319202635798,0.962016480807414
2519842.09978975,0.270682093794801,0.296135653814433,0.433182252390765,0.0246221289345881,0.0135395820544459,0.961838289010966
2605190.1767527,0.269936407552983,0.298431039062959,0.431632553384058,0.0245926129450085,0.013750433029152,0.96165695402584
2693429.02780102,0.269185940905395,0.300736580409073,0.430077478685533,0.0245630499746997,0.013964520746547,0.961472429278753
2784656.5646289,0.268430715543239,0.30305220531044,0.428517079146321,0.0245334390258019,0.0141818934302666,0.961284667543931
2878974.01523947,0.267670753927267,0.30537783937027,0.426951406702463,0.0245037790880387,0.0144025999766212,0.96109362093534
2976486.03626948,0.266906079289417,0.307713406337834,0.425380514372748,0.0244740691385919,0.0146266899625333,0.960899240898875
3077300.82911856,0.266136715634215,0.310058828109649,0.423804456256137,0.0244443081419749,0.0148542136535191,0.960701478204506
3181530.26001175,0.265362687739911,0.312414024731281,0.422223287528808,0.0244144950499076,0.0150852220117174,0.960500282938375
3289289.98412863,0.264584021159376,0.314778914399832,0.420637064440792,0.0243846288011906,0.0153197667039595,0.96029560449485
3400699.57393679,0.263800742220727,0.317153413467074,0.419045844312199,0.0243547083215787,0.0155579001098823,0.960087391568539
3515882.65187189,0.263012878027704,0.319537436443252,0.417449685529044,0.0243247325236553,0.0157996753300802,0.959875592146265
3634967.02751182,0.262220456459767,0.321930896001571,0.415848647538661,0.0242947003067067,0.0160451461942958,0.959660153498998
3758084.83939685,0.261423506171945,0.324333702983351,0.414242790844704,0.0242646105565953,0.0162943672696463,0.959441022173758
3885372.70165335,0.260622056594394,0.326745766403876,0.41263217700173,0.0242344621456346,0.016547393868884,0.959218143985481
4016971.85558373,0.259816137931698,0.329166993458931,0.411016868609371,0.0242042539324636,0.0168042820586891,0.958991464008847
4153028.32639076,0.259005781161886,0.331597289532029,0.409396929306085,0.024173984761921,0.0170650886679915,0.958760926570088
4293693.08521026,0.258191018035174,0.334036558202342,0.407772423762484,0.0241436534649204,0.0173298712963215,0.958526475238758
4439122.21663179,0.257371881072424,0.336484701253328,0.406143417674247,0.0241132588583256,0.0175986883221838,0.958288052819491
4589477.09189349,0.256548403563323,0.338941618682068,0.40450997775461,0.0240827997448263,0.0178715989114557,0.958045601343718
4744924.54794294,0.255720619564272,0.341407208709305,0.402872171726423,0.0240522749128145,0.0181486630258035,0.957799062061382
4905637.07256306,0.254888563895999,0.343881367790198,0.401230068313802,0.0240216831362605,0.0184299414311175,0.957548375432622
5071792.99576807,0.254052272140872,0.346363990625784,0.399583737233344,0.0239910231745912,0.0187154957059607,0.957293481119448
5243576.68768239,0.253211780639924,0.348854970175153,0.397933249184923,0.0239602937725678,0.0190053882500281,0.957034317977404
5421178.76312148,0.252367126489599,0.351354197668337,0.396278675842064,0.0239294936601643,0.0192996822926152,0.95677082404722
5604796.29310221,0.251518347538188,0.353861562619916,0.394620089841896,0.0238986215524475,0.0195984419010911,0.956502936546461
5794633.0235169,0.250665482381985,0.356376952843331,0.392957564774684,0.0238676761494577,0.0199017319893725,0.95623059186117
5990899.60121416,0.249808570361141,0.358900254465921,0.391291175172938,0.0238366561360899,0.0202096183263962,0.955953725537514
6193813.80773703,0.248947651555231,0.36143135194466,0.389620996500109,0.0238055601819768,0.0205221675445862,0.955672272273437
6403600.80097802,0.248082766778514,0.363970128082618,0.387947105138868,0.0237743869413727,0.0208394471483107,0.955386165910317
6620493.36501905,0.247213957574913,0.366516464046122,0.386269578378966,0.0237431350530381,0.0211615255223262,0.955095339424636
6844732.16843356,0.246341266212683,0.369070239382626,0.384588494404691,0.0237118031401269,0.0214884719402041,0.954799724919669
7076566.03133753,0.245464735678802,0.371631332039288,0.38290393228191,0.0236803898100739,0.021820356572735,0.954499253617191
7316252.20148541,0.244584409673047,0.374199618382246,0.381215971944707,0.0236488936544845,0.0221572504963081,0.954193855849207
7564056.63971784,0.243700332601793,0.376774973216583,0.379524694181624,0.0236173132490255,0.0224992257012581,0.953883461049716
7820254.31507719,0.24281254957151,0.379357269806998,0.377830180621492,0.0235856471533186,0.0228463551001788,0.953567997746503
8085129.50991929,0.241921106381964,0.381946379899157,0.376132513718879,0.0235538939108347,0.0231987125361948,0.953247393552971
8358976.13535887,0.241026049519138,0.384542173741718,0.374431776739144,0.0235220520487911,0.0235563727911879,0.952921575160021
8642098.0573998,0.240127426147851,0.387144520109047,0.372728053743102,0.0234901200780499,0.0239194115939747,0.952590468327976
8934809.43411103,0.239225284104097,0.38975328632459,0.371021429571313,0.0234580964930194,0.0242879056284254,0.952253997878555
9237435.06422314,0.238319671887092,0.392368338284916,0.369311989827992,0.0234259797715578,0.0246619325415234,0.951912087686919
9550310.74753177,0.237410638651035,0.394989540484414,0.367599820864551,0.0233937683748784,0.0250415709513558,0.951564660673766
9873783.65750834,0.236498234196596,0.397616756040629,0.365885009762776,0.0233614607474588,0.0254269004550314,0.95121163879751
10208212.7265309,0.235582508962112,0.400249846720246,0.364167644317642,0.0233290553169518,0.0258180016365191,0.950852943046529
10553969.0441632,0.234663514014514,0.402888672965699,0.362447813019787,0.0232965504940995,0.0262149560743994,0.950488493431501
10911436.2689235,0.233741301039974,0.405533093922404,0.360725605037622,0.0232639446726505,0.0266178463495244,0.950118208977825
11281011.054,0.232815922334281,0.408182967466595,0.359001110199124,0.0232312362292801,0.0270267560525776,0.949742007718142
11663103.4873858,0.231887430792953,0.410838150233768,0.357274418973279,0.0231984235235141,0.0274417697915281,0.949359806684958
12058137.5469213,0.230955879901081,0.413498497647706,0.355545622451214,0.0231655048976551,0.0278629731989701,0.948971521903375
12466551.5707486,0.230021323722905,0.416163863950093,0.353814812327001,0.0231324786767141,0.0282904529393422,0.948577068383944
12888798.7437011,0.229083816891147,0.418834102230682,0.352082080878171,0.0230993431683441,0.0287242967160177,0.948176360115638
13325347.6001668,0.228143414596077,0.421509064458021,0.350347520945902,0.0230660966627787,0.0291645932782578,0.947769310058963
13776682.5439842,0.227200172574334,0.424188601510725,0.34861122591494,0.0230327374327745,0.0296114324280206,0.947355830139205
14243304.3859465,0.226254147097508,0.426872563209267,0.346873289693226,0.0229992637335576,0.0300649050266165,0.946935831239826
14725730.8995126,0.225305394960469,0.429560798348291,0.345133806691241,0.0229656738027752,0.0305251030012016,0.946509223196023
15224497.3953387,0.224353973469475,0.432253154729418,0.343392871801107,0.0229319658604509,0.0309921193511012,0.946075914788448
15740157.3152711,0.223399940430039,0.434949479194547,0.341650580375414,0.022898138108945,0.0314660481539521,0.945635813737103
16273282.8464561,0.222443354134571,0.437649617659619,0.339907028205811,0.0228641887329209,0.031946984571657,0.945188826695422
16824465.5562517,0.22148427334981,0.440353415148834,0.338162311501355,0.0228301158993153,0.0324350248561399,0.944734859244545
17394317.048643,0.22052275730403,0.443060715829326,0.336416526866644,0.0227959177573144,0.0329302663548911,0.944273815887795
17983469.6428907,0.219558865674039,0.445771363046238,0.334669771279724,0.0227615924383356,0.0334328075162961,0.943805600045368
18592577.0751661,0.218592658571983,0.448485199358221,0.332922142069796,0.0227271380560154,0.0339427478947327,0.943330114049252
19222315.2239507,0.217624196531946,0.451202066573324,0.33117373689473,0.0226925527062028,0.0344601881554296,0.942847259138368
19873382.8600048,0.216653540496358,0.453921805785247,0.329424653718395,0.0226578344669588,0.0349852300790722,0.942356935453969
20546502.421739,0.215680751802225,0.456644257409965,0.32767499078781,0.0226229813985632,0.0355179765661492,0.941859042035288
21242420.8168466,0.214705892167174,0.459369261222681,0.325924846610145,0.0225879915435275,0.036058531641022,0.941353476815451
21961910.2510882,0.213729023675334,0.4620966563951,0.324174319929566,0.0225528629266142,0.0366070004557102,0.940840136617676
22705769.0851476,0.212750208763045,0.46482628153302,0.322423509703935,0.0225175935548646,0.0371634892933792,0.940318917151756
23474822.7205098,0.211769510204413,0.46755797471419,0.320672515081397,0.022482181417633,0.0377281055715178,0.939789713010849
24269924.5153442,0.210786991096716,0.470291573526444,0.31892143537684,0.0224466244866285,0.0383009578447921,0.939252417668579
25091956.7314078,0.209802714845664,0.473026915106082,0.317170370048254,0.022410920715965,0.0388821558075639,0.938706923476471
25941831.5130229,0.20881674515052,0.475763836176472,0.315419418673008,0.0223750680422198,0.0394718102960604,0.93815312166172
26820491.8992107,0.207829145989099,0.478502173086874,0.313668680924027,0.0223390643844994,0.0400700332901804,0.93759090232532
27728912.8701078,0.206839981602641,0.481241761851438,0.311918256545921,0.0223029076445157,0.0406769379149249,0.937020154440559
28668102.4288243,0.205849316480568,0.48398243818838,0.310168245331052,0.0222665957066686,0.0412926384414344,0.936440765851897
29639102.7199463,0.204857215345141,0.48672403755931,0.308418747095549,0.0222301264381407,0.0419172502876248,0.935852623274235
